year;area km²;mun;geocode_ibge
2020;0,09;Governador Nunes Freire;2104677
2020;36,28;Rondon do Pará;1506187
2020;2,44;Tucumã;1508084
2020;8,30;São João da Baliza;1400506
2020;10,46;Nova Santa Helena;5106190
2020;0,14;São Mateus do Maranhão;2111508
2020;0,77;Concórdia do Pará;1502756
2020;0,47;Paulo Ramos;2108108
2020;0,13;Rondonópolis;5107602
2020;1,02;Jenipapo dos Vieiras;2105476
2020;0,32;Lajeado Novo;2105989
2020;0,60;Boa Vista do Ramos;1300680
2020;1,08;Igarapé-Miri;1503309
2020;0,68;Santa Terezinha do Tocantins;1720002
2020;20,47;São Miguel do Guaporé;1100320
2020;7,07;Careiro da Várzea;1301159
2020;0,58;Xambioá;1722107
2020;0,09;Campestre do Maranhão;2102556
2020;4,56;Vila Rica;5108600
2020;272,61;Itaituba;1503606
2020;2,85;Eldorado do Carajás;1502954
2020;0,01;Sampaio;1718808
2020;0,09;Mocajuba;1504604
2020;7,71;Nova Esperança do Piriá;1504950
2020;6,71;Manaus;1302603
2020;6,33;São Gabriel da Cachoeira;1303809
2020;52,57;Juara;5105101
2020;0,40;Bragança;1501709
2020;0,21;São Francisco do Pará;1507409
2020;1,91;Rosário;2109601
2020;0,28;Porto Franco;2109007
2020;15,56;Santarém;1506807
2020;0,44;Novo Santo Antônio;5106315
2020;0,21;Mãe do Rio;1504059
2020;3,46;Canarana;5102702
2020;0,72;São Francisco do Brejão;2110856
2020;1,44;Castanheiras;1100908
2020;449,64;Porto Velho;1100205
2020;1,17;Faro;1503002
2020;1,04;Urupá;1101708
2020;0,07;Axixá do Tocantins;1702901
2020;0,87;Curuçá;1502905
2020;0,25;Inhangapi;1503408
2020;12,36;Porto Alegre do Norte;5106778
2020;51,62;Santana do Araguaia;1506708
2020;5,44;Juruena;5105176
2020;2,60;Barcarena;1501303
2020;0,48;Novo Horizonte do Norte;5106273
2020;1,46;Xinguara;1508407
2020;38,99;Goianésia do Pará;1503093
2020;2,08;Carutapera;2102903
2020;797,69;Altamira;1500602
2020;15,95;Tomé-Açu;1508001
2020;0,62;Montes Altos;2107001
2020;2,79;Cajari;2102507
2020;108,57;Humaitá;1301704
2020;2,79;Terra Santa;1507979
2020;3,11;Aurora do Pará;1500958
2020;0,79;Recursolândia;1718501
2020;0,88;Ministro Andreazza;1101203
2020;0,41;São Sebastião da Boa Vista;1507706
2020;98,57;Rurópolis;1506195
2020;0,00;Carrasco Bonito;1703891
2020;0,41;Anajatuba;2100709
2020;7,37;Gonçalves Dias;2104404
2020;1,00;Atalaia do Norte;1300201
2020;57,95;Marabá;1504208
2020;0,07;Icatu;2105104
2020;3,92;Coari;1301209
2020;0,21;Água Boa;5100201
2020;0,75;Centro do Guilherme;2103158
2020;10,47;Tefé;1304203
2020;0,35;Santana;1600600
2020;36,29;Moju;1504703
2020;8,44;Vitória do Xingu;1508357
2020;33,73;Brasnorte;5101902
2020;133,37;Uruará;1508159
2020;6,22;Mâncio Lima;1200336
2020;20,64;Guajará;1301654
2020;1,88;Breves;1501808
2020;0,39;Praia Norte;1718303
2020;24,70;Almeirim;1500503
2020;4,39;Barra do Bugres;5101704
2020;23,00;Itinga do Maranhão;2105427
2020;0,18;Poconé;5106505
2020;33,84;Seringueiras;1101500
2020;0,35;Ipiranga do Norte;5104526
2020;12,61;Chupinguaia;1100924
2020;1,25;Bujaru;1501907
2020;0,49;Vila Nova dos Martírios;2112852
2020;0,96;Cabixi;1100031
2020;1,09;Santa Isabel do Rio Negro;1303601
2020;11,72;Rio Maria;1506161
2020;4,39;Careiro;1301100
2020;0,70;Colorado do Oeste;1100064
2020;6,53;São Luiz;1400605
2020;0,62;Tangará da Serra;5107958
2020;0,00;Cachoeira Grande;2102374
2020;19,56;Novo Mundo;5106265
2020;8,13;Água Azul do Norte;1500347
2020;0,31;Igarapé do Meio;2105153
2020;1,32;São Sebastião do Uatumã;1303957
2020;31,96;Itanhangá;5104542
2020;133,77;União do Sul;5108303
2020;51,57;Tarauacá;1200609
2020;0,81;Itaipava do Grajaú;2105351
2020;18,17;Assis Brasil;1200054
2020;4,47;Belterra;1501451
2020;0,39;Santo Antônio do Tauá;1507003
2020;0,28;Presidente Juscelino;2109205
2020;2,99;Rio Preto da Eva;1303569
2020;0,24;Limoeiro do Ajuru;1504000
2020;0,56;Novo Horizonte do Oeste;1100502
2020;0,14;Lagoa da Confusão;1711902
2020;51,29;Rondolândia;5107578
2020;64,77;Peixoto de Azevedo;5106422
2020;0,07;Arapoema;1702307
2020;41,07;Alto Paraíso;1100403
2020;0,53;Bacabeira;2101251
2020;4,96;Cacoal;1100049
2020;0,18;Conquista D'Oeste;5103361
2020;0,08;Serra do Navio;1600055
2020;21,40;Maués;1302900
2020;0,08;Capinzal do Norte;2102754
2020;11,89;Santa Cruz do Xingu;5107743
2020;0,08;Nova Brasilândia;5106208
2020;9,20;Nova Canaã do Norte;5106216
2020;0,08;Matinha;2106508
2020;0,75;Castanhal;1502400
2020;2,20;Serra Nova Dourada;5107883
2020;1,20;São José do Xingu;5107354
2020;1,13;Tonantins;1304237
2020;5,22;Governador Luiz Rocha;2104628
2020;2,52;Caapiranga;1300839
2020;0,56;Nova Marilândia;5108857
2020;0,31;Benevides;1501501
2020;2,51;Ji-Paraná;1100122
2020;0,20;Itaguatins;1710706
2020;8,01;Guarantã do Norte;5104104
2020;9,85;Senador Guiomard;1200450
2020;8,18;Buriticupu;2102325
2020;69,81;Cumaru do Norte;1502764
2020;9,55;Curuá;1502855
2020;0,06;Colares;1502608
2020;3,26;Bagre;1501105
2020;0,08;Morros;2107100
2020;10,88;Manacapuru;1302504
2020;1,45;Barreirinha;1300508
2020;0,71;Peri Mirim;2108405
2020;26,71;Brasil Novo;1501725
2020;0,59;Porto Grande;1600535
2020;18,43;Matupá;5105606
2020;0,68;Oiapoque;1600501
2020;0,23;Angico;1701051
2020;16,90;Tapauá;1304104
2020;1,45;Alto Boa Vista;5100359
2020;0,66;São Miguel do Guamá;1507607
2020;6,21;Lucas do Rio Verde;5105259
2020;1,60;Aragominas;1701309
2020;0,17;Abreulândia;1700251
2020;1,10;Turiaçu;2112407
2020;0,62;Joselândia;2105609
2020;4,09;Pinheiro;2108603
2020;2,12;Canabrava do Norte;5102694
2020;13,36;Itapuã do Oeste;1101104
2020;4,08;Parauapebas;1505536
2020;85,87;Placas;1505650
2020;3,76;Curionópolis;1502772
2020;0,36;Teixeirópolis;1101559
2020;1,54;Codó;2103307
2020;3,81;Tuntum;2112308
2020;1,40;Vitória do Mearim;2112902
2020;2,11;Nova Lacerda;5106182
2020;19,51;Porto Acre;1200807
2020;13,46;Itaúba;5104559
2020;38,40;Buritis;1100452
2020;0,40;Cutias;1600212
2020;36,54;Costa Marques;1100080
2020;1,36;Brejo de Areia;2102150
2020;5,91;Cáceres;5102504
2020;3,03;Parintins;1303403
2020;8,64;Tucuruí;1508100
2020;12,53;Alto Alegre dos Parecis;1100379
2020;37,48;Tailândia;1507953
2020;8,45;Epitaciolândia;1200252
2020;2,95;Pau D'Arco;1505551
2020;0,32;Anori;1300102
2020;1,02;Pedra Branca do Amapari;1600154
2020;608,84;São Félix do Xingu;1507300
2020;17,69;Ourilândia do Norte;1505437
2020;4,18;Santa Rita;2110203
2020;0,23;Belém;1501402
2020;52,58;Gaúcha do Norte;5103858
2020;40,12;Brasiléia;1200104
2020;0,71;Mazagão;1600402
2020;0,74;Presidente Médici;1100254
2020;0,30;Primavera de Rondônia;1101476
2020;3,47;Uarini;1304260
2020;0,17;Araguanã;2100873
2020;2,19;Mirassol d'Oeste;5105622
2020;1,44;Macapá;1600303
2020;0,55;Santa Luzia do Pará;1506559
2020;0,52;Irituia;1503507
2020;1,13;Vitória do Jari;1600808
2020;15,54;Rodrigues Alves;1200427
2020;22,82;Autazes;1300300
2020;2,21;Bannach;1501253
2020;5,63;Colíder;5103205
2020;0,65;São João da Ponta;1507466
2020;22,39;Ariquemes;1100023
2020;10,01;Sinop;5107909
2020;1,95;Vera;5108501
2020;3,75;Nhamundá;1303007
2020;110,33;Novo Aripuanã;1303304
2020;50,79;Nova Bandeirantes;5106158
2020;0,99;Jatobá;2105450
2020;0,08;Quatipuru;1506112
2020;0,08;Tracuateua;1508035
2020;0,06;Timbiras;2112100
2020;0,15;Viana;2112803
2020;57,04;Ulianópolis;1508126
2020;0,93;Jauru;5105002
2020;0,07;Nova Timboteua;1505007
2020;0,18;Bernardo Sayão;1703206
2020;31,41;Mojuí dos Campos;1504752
2020;29,37;Confresa;5103353
2020;8,96;Bonfim;1400159
2020;0,66;Anamã;1300086
2020;2,22;Iranduba;1301852
2020;3,93;Nova Brasilândia D'Oeste;1100148
2020;0,07;Chapada dos Guimarães;5103007
2020;5,20;Ananás;1701002
2020;8,57;Ouro Preto do Oeste;1100155
2020;42,47;Cruzeiro do Sul;1200203
2020;26,70;Dom Eliseu;1502939
2020;1,22;Abaetetuba;1500107
2020;0,22;Redenção;1506138
2020;1,25;São Luís;2111300
2020;6,01;Diamantino;5103502
2020;0,09;Campos de Júlio;5102686
2020;1,48;Santa Luzia do Paruá;2110039
2020;0,33;Ourém;1505403
2020;1,23;Peritoró;2108454
2020;0,73;Novo Airão;1303205
2020;44,07;Cláudia;5103056
2020;6,07;Nova Olinda do Norte;1303106
2020;1,66;Buritirana;2102358
2020;21,01;Cantá;1400175
2020;0,30;Muricilândia;1713957
2020;0,98;Pirapemas;2108801
2020;0,43;Lima Campos;2106003
2020;17,28;São Félix do Araguaia;5107859
2020;1,72;Magalhães Barata;1504109
2020;0,86;Maraã;1302801
2020;1,93;Canaã dos Carajás;1502152
2020;0,27;Maracaçumé;2106326
2020;4,91;Fortuna;2104206
2020;0,22;Igarapé-Açu;1503200
2020;1,53;Pedro Afonso;1716505
2020;0,92;Cerejeiras;1100056
2020;62,42;Canutama;1300904
2020;2,42;Oeiras do Pará;1505205
2020;1,54;Araguatins;1702208
2020;0,21;Luciara;5105309
2020;0,77;Juruá;1302207
2020;2,14;São Domingos do Capim;1507201
2020;54,00;Manoel Urbano;1200344
2020;0,37;Caseara;1703909
2020;35,01;Aveiro;1501006
2020;11,65;Jordão;1200328
2020;0,07;São José dos Basílios;2111250
2020;0,57;São João de Pirabas;1507474
2020;0,10;Glória D'Oeste;5103957
2020;6,02;Parecis;1101450
2020;1,03;Zé Doca;2114007
2020;1,38;Tartarugalzinho;1600709
2020;14,04;Campo Novo de Rondônia;1100700
2020;34,55;Guajará-Mirim;1100106
2020;2,04;Vale do Paraíso;1101807
2020;41,88;Caroebe;1400233
2020;14,34;Monte Negro;1101401
2020;7,20;Castanheira;5102850
2020;7,27;Barra do Corda;2101608
2020;0,87;Piraquê;1717206
2019;13,66;Amarante do Maranhão;2100600
2019;0,00;Lagoa do Tocantins;1711951
2019;0,00;Central do Maranhão;2103125
2019;0,00;Santo Antônio do Tauá;1507003
2019;0,00;Filadélfia;1707702
2019;0,00;Bonito;1501600
2019;0,00;Carolina;2102804
2019;0,00;Olho d'Água das Cunhãs;2107407
2019;0,00;Benedito Leite;2101806
2019;0,00;Cristalândia;1706100
2019;0,00;Araguainha;5101209
2019;0,00;Abreulândia;1700251
2019;0,00;Fátima;1707553
2019;0,00;Miranorte;1713304
2019;0,00;Riachão;2109502
2019;0,00;São Roberto;2111672
2019;0,00;Dois Irmãos do Tocantins;1707207
2019;0,00;Palmeiras do Tocantins;1713809
2019;0,00;Ponte Alta do Tocantins;1717909
2019;0,00;Muaná;1504901
2019;0,00;Sucupira do Norte;2111904
2019;0,00;São Pedro da Cipa;5107404
2019;0,00;Santa Izabel do Pará;1506500
2019;0,00;Nova Timboteua;1505007
2019;0,00;Taipas do Tocantins;1720937
2019;0,00;Nova Nazaré;5106174
2019;0,00;Esperantinópolis;2104008
2019;0,00;Nossa Senhora do Livramento;5106109
2019;0,00;Pontal do Araguaia;5106653
2019;0,00;Buriti do Tocantins;1703800
2019;0,00;Bacuri;2101301
2019;0,00;Alto Taquari;5100607
2019;0,00;Anori;1300102
2019;0,00;Santo Antônio do Leste;5107792
2019;0,00;Santa Rita do Tocantins;1718899
2019;0,00;São Salvador do Tocantins;1720259
2019;0,00;Palmeirante;1715705
2019;0,00;Vitorino Freire;2113009
2019;0,00;São Francisco do Pará;1507409
2019;0,00;São Sebastião do Tocantins;1720309
2019;0,00;Porto Alegre do Tocantins;1718006
2019;0,00;Itiquira;5104609
2019;0,00;Pugmil;1718451
2019;0,00;Governador Nunes Freire;2104677
2019;0,00;Lago dos Rodrigues;2105948
2019;0,00;Carrasco Bonito;1703891
2019;0,00;Palmas;1721000
2019;0,00;Paranã;1716208
2019;0,00;Tupirama;1721257
2019;0,00;Porto Rico do Maranhão;2109056
2019;0,00;Passagem Franca;2107902
2019;0,00;Barra do Ouro;1703073
2019;0,00;Cajapió;2102408
2019;0,00;São Domingos do Azeitão;2110658
2019;0,00;Bela Vista do Maranhão;2101772
2019;0,00;Tocantínia;1721109
2019;0,00;Alvorada;1700707
2019;0,00;Talismã;1720978
2019;0,00;Gurupi;1709500
2019;0,00;Raposa;2109452
2019;0,00;Sucupira;1720853
2019;0,00;São Luís Gonzaga do Maranhão;2111409
2019;0,00;Torixoréu;5108204
2019;0,00;Natividade;1714203
2019;0,00;Conceição do Lago-Açu;2103554
2019;0,00;Guiratinga;5104203
2019;0,00;Goiatins;1709005
2019;0,00;Alto Garças;5100409
2019;0,00;Santa Rosa do Tocantins;1718907
2019;0,00;Lago da Pedra;2105708
2019;0,00;Santa Luzia do Paruá;2110039
2019;0,00;Pedra Preta;5106372
2019;0,00;Rio Branco;5107206
2019;0,00;Igarapé Grande;2105203
2019;0,00;Guimarães;2104909
2019;0,00;Primavera do Leste;5107040
2019;0,00;Jaú do Tocantins;1711506
2019;0,00;Alto Paraguai;5100508
2019;0,00;Ponte Alta do Bom Jesus;1717800
2019;0,00;Axixá do Tocantins;1702901
2019;0,00;Santa Cruz do Arari;1506401
2019;0,00;Divinópolis do Tocantins;1707108
2019;0,00;Cuiabá;5103403
2019;0,00;Augusto Corrêa;1500909
2019;0,00;Nova Rosalândia;1715002
2019;0,00;Trizidela do Vale;2112233
2019;0,00;São Vicente Ferrer;2111706
2019;0,00;Mãe do Rio;1504059
2019;0,00;Pium;1717503
2019;0,00;Axixá;2101103
2019;0,00;Arraias;1702406
2019;0,00;Marapanim;1504406
2019;0,00;Juarina;1711803
2019;0,00;Olinda Nova do Maranhão;2107456
2019;0,00;Acorizal;5100102
2019;0,00;Peixe-Boi;1505601
2019;0,00;Bom Lugar;2102077
2019;0,00;São Mateus do Maranhão;2111508
2019;0,00;Serrano do Maranhão;2111789
2019;0,00;Barrolândia;1703107
2019;0,00;Icatu;2105104
2019;0,00;Campos Lindos;1703842
2019;0,00;Chapada de Areia;1704600
2019;0,00;Bernardo Sayão;1703206
2019;0,00;Dianópolis;1707009
2019;0,00;General Carneiro;5103908
2019;0,00;Rio Sono;1718758
2019;0,00;São Félix de Balsas;2110807
2019;0,00;Cariri do Tocantins;1703867
2019;0,00;Campinápolis;5102603
2019;0,00;Novo Acordo;1715101
2019;0,00;Soure;1507904
2019;0,00;Tabocão;1708254
2019;0,00;Bacabal;2101202
2019;0,00;Colares;1502608
2019;0,00;Brasilândia do Tocantins;1703602
2019;0,00;São Bento;2110500
2019;0,00;Paraíso do Tocantins;1716109
2019;0,00;Santa Maria do Tocantins;1718881
2019;0,00;Lajeado;1712009
2019;0,00;Jaciara;5104807
2019;0,00;Goianorte;1708304
2019;0,00;Aurora do Tocantins;1702703
2019;0,00;Brejinho de Nazaré;1703701
2019;0,00;Silvanópolis;1720655
2019;0,00;Poxoréu;5107008
2019;0,00;Guaraí;1709302
2019;0,00;Chapada da Natividade;1705102
2019;0,00;Porto Nacional;1718204
2019;0,00;Igarapé-Açu;1503200
2019;0,00;Lavandeira;1712157
2019;0,00;Rio dos Bois;1718709
2019;0,00;Água Boa;5100201
2019;0,00;Altamira do Maranhão;2100402
2019;0,00;Poconé;5106505
2019;0,00;Monte Santo do Tocantins;1713700
2019;0,00;Ipueiras;1709807
2019;0,00;Crixás do Tocantins;1706258
2019;0,00;Apicum-Açu;2100832
2019;0,00;Presidente Médici;2109239
2019;0,00;Ponte Branca;5106703
2019;0,00;Santa Tereza do Tocantins;1719004
2019;0,00;Paraibano;2107704
2019;0,00;Lago Verde;2105906
2019;0,00;Cedral;2103109
2019;0,00;Indiavaí;5104500
2019;0,00;Babaçulândia;1703008
2019;0,00;Pindorama do Tocantins;1717008
2019;0,00;Palmeirândia;2107605
2019;0,00;Alto Araguaia;5100300
2019;0,00;Pio XII;2108702
2019;0,00;Rio da Conceição;1718659
2019;0,00;Ponta de Pedras;1505700
2019;0,00;Araguaiana;5101001
2019;0,00;Pastos Bons;2108009
2019;0,00;São Pedro dos Crentes;2111573
2019;0,00;Araguanã;2100873
2019;0,00;Governador Edison Lobão;2104552
2019;0,00;Colinas do Tocantins;1705508
2019;0,00;Fortaleza dos Nogueiras;2104107
2019;0,00;Alcântara;2100204
2019;0,00;Araguaçu;1702000
2019;0,00;Santa Maria do Pará;1506609
2019;0,00;Sandolândia;1718840
2019;0,00;Aparecida do Rio Negro;1701101
2019;0,00;Tupiratins;1721307
2019;0,00;Aliança do Tocantins;1700350
2019;0,00;Estreito;2104057
2019;0,00;São Félix do Tocantins;1720150
2019;0,00;Normandia;1400407
2019;0,00;Ribeirãozinho;5107198
2019;0,00;Balsas;2101400
2019;0,00;Novo Jardim;1715259
2019;0,00;Amaturá;1300060
2019;0,00;Novo Alegre;1715150
2019;0,00;Figueirópolis D'Oeste;5103809
2019;0,00;Tufilândia;2112274
2019;0,00;Figueirópolis;1707652
2019;0,00;Dueré;1707306
2019;0,00;Miracema do Tocantins;1713205
2019;0,00;Cachoeira do Arari;1502004
2019;0,00;Tasso Fragoso;2112001
2019;0,00;Várzea Grande;5108402
2019;0,00;Monte do Carmo;1713601
2019;0,00;Santa Inês;2109908
2019;0,00;Tesouro;5108105
2019;0,00;Bom Jesus do Tocantins;1703305
2019;0,00;Ananindeua;1500800
2019;0,00;Planalto da Serra;5106455
2019;0,00;Conceição do Tocantins;1705607
2019;0,00;Alto Parnaíba;2100501
2019;0,00;Poção de Pedras;2108900
2019;0,00;São João Batista;2111003
2019;0,00;São José do Povo;5107297
2019;0,00;Quatipuru;1506112
2019;0,00;Nova Iorque;2107308
2019;0,00;Peixe;1716604
2019;0,00;Jangada;5104906
2019;0,00;Presidente Kennedy;1718402
2019;0,00;São Raimundo das Mangabeiras;2111607
2019;0,00;Pedreiras;2108207
2019;0,00;Mirador;2106706
2019;0,00;Mateiros;1712702
2019;0,00;Nova Olinda;1714880
2019;0,00;Nova Colinas;2107258
2019;0,00;Glória D'Oeste;5103957
2019;0,00;Satubinha;2111722
2019;0,00;Primavera;1506104
2019;0,00;Oliveira de Fátima;1715507
2019;0,00;Pindaré-Mirim;2108504
2019;0,00;Cururupu;2103703
2019;0,00;Itapiratins;1710904
2019;0,00;Novo São Joaquim;5106281
2019;0,00;Itacajá;1710508
2019;0,00;Peri Mirim;2108405
2019;0,00;Almas;1700400
2019;0,00;Loreto;2106102
2019;0,00;Palmeirópolis;1715754
2019;0,00;São João do Soter;2111078
2019;0,00;Juscimeira;5105200
2019;0,00;Bernardo do Mearim;2101939
2019;0,00;Sambaíba;2109700
2019;0,00;Governador Newton Bello;2104651
2019;0,00;Lizarda;1712405
2019;0,00;Taguatinga;1720903
2019;0,00;Bacurituba;2101350
2019;0,00;Centenário;1704105
2019;0,00;Morros;2107100
2019;0,00;Bequimão;2101905
2019;0,00;Feira Nova do Maranhão;2104073
2019;0,00;Lago do Junco;2105807
2019;0,00;Combinado;1705557
2019;0,00;São Valério;1720499
2019;0,00;Itaporã do Tocantins;1711100
2019;0,00;Maurilândia do Tocantins;1712801
2019;2,80;Alvarães;1300029
2019;5,50;Theobroma;1101609
2019;0,23;Santarém Novo;1506906
2019;22,79;Cachoeira do Piriá;1501956
2019;0,09;Capanema;1502202
2019;0,49;Buriti Bravo;2102309
2019;0,07;Boa Vista;1400100
2019;217,31;Anapu;1500859
2019;3,70;Pimenteiras do Oeste;1101468
2019;1,54;Santa Luzia D'Oeste;1100296
2019;0,14;Cametá;1502103
2019;3,51;Itapecuru Mirim;2105401
2019;0,66;Arenápolis;5101308
2019;1,41;Araguaína;1702109
2019;30,49;Comodoro;5103304
2019;2,17;Salto do Céu;5107750
2019;99,49;Caracaraí;1400209
2019;18,17;Acará;1500206
2019;1,22;Godofredo Viana;2104305
2019;0,28;Wanderlândia;1722081
2019;97,18;Rorainópolis;1400472
2019;0,87;Arari;2101004
2019;2,52;Piraquê;1717206
2019;0,00;Matinha;2106508
2019;6,95;Terra Nova do Norte;5108055
2019;328,16;Senador José Porfírio;1507805
2019;61,05;Iracema;1400282
2019;1,35;Presidente Dutra;2109106
2019;0,65;Fonte Boa;1301605
2019;1,48;São Domingos do Araguaia;1507151
2019;11,04;Santa Terezinha;5107776
2019;28,60;Santa Maria das Barreiras;1506583
2019;0,76;Monção;2106904
2019;3,39;Eirunepé;1301407
2019;1,30;Senador Alexandre Costa;2111748
2019;7,34;Bom Jesus do Tocantins;1501576
2019;8,72;Porto Walter;1200393
2019;0,30;Barão de Melgaço;5101605
2019;2,28;Luís Domingues;2106201
2019;19,82;Bom Jesus das Selvas;2102036
2019;0,39;Ribamar Fiquene;2109551
2019;0,17;Terra Alta;1507961
2019;1,93;Amapá do Maranhão;2100550
2019;0,22;Vale de São Domingos;5108352
2019;2,53;Alvorada D'Oeste;1100346
2019;1,63;Silves;1304005
2019;0,14;João Lisboa;2105500
2019;25,77;Monte Alegre;1504802
2019;0,16;Sorriso;5107925
2019;0,36;Nazaré;1714302
2019;7,31;Ipixuna do Pará;1503457
2019;3,79;Corumbiara;1100072
2019;21,89;Alto Alegre;1400050
2019;0,60;Riachinho;1718550
2019;26,05;Bujari;1200138
2019;1,48;São Geraldo do Araguaia;1507458
2019;0,41;Alto Alegre do Pindaré;2100477
2019;8,38;Governador Eugênio Barros;2104602
2019;20,61;Oriximiná;1505304
2019;28,57;Arame;2100956
2019;0,08;Nova Olinda do Maranhão;2107357
2019;85,59;Apiacás;5100805
2019;15,15;Alta Floresta;5100250
2019;35,46;Nova Maringá;5108907
2019;1,49;Laranjal do Jari;1600279
2019;197,65;Colniza;5103254
2019;16,42;Santa Carmem;5107248
2019;6,81;São José do Rio Claro;5107305
2019;0,22;Bandeirantes do Tocantins;1703057
2019;0,76;Fernando Falcão;2104081
2019;81,65;Manicoré;1302702
2019;1,50;Cândido Mendes;2102606
2019;0,80;Nova Olímpia;5106232
2019;1,49;Manaquiri;1302553
2019;0,07;Tocantinópolis;1721208
2019;1,28;Pracuúba;1600550
2019;4,05;Santa Luzia;2110005
2019;8,46;Viseu;1508308
2019;25,16;Porto dos Gaúchos;5106802
2019;0,42;Benjamin Constant;1300607
2019;0,13;Curvelândia;5103437
2019;10,12;Grajaú;2104800
2019;43,58;Juína;5105150
2019;104,90;Candeias do Jamari;1100809
2019;5,58;Governador Jorge Teixeira;1101005
2019;3,83;Jacundá;1503804
2019;79,19;Machadinho D'Oeste;1100130
2019;7,00;Santa Rosa do Purus;1200435
2019;0,64;Santa Helena;2109809
2019;13,62;Marechal Thaumaturgo;1200351
2019;0,85;Urucará;1304302
2019;2,55;Melgaço;1504505
2019;20,43;Pimenta Bueno;1100189
2019;5,27;São João do Araguaia;1507508
2019;0,07;São Raimundo do Doca Bezerra;2111631
2019;4,24;Nova Guarita;5108808
2019;15,78;Juruti;1503903
2019;7,74;Ipixuna;1301803
2019;21,49;Nova União;1101435
2019;2,28;Jaru;1100114
2019;2,21;Pacaraima;1400456
2019;0,23;Vargem Grande;2112704
2019;3,15;Floresta do Araguaia;1503044
2019;0,07;São José de Ribamar;2111201
2019;8,92;Conceição do Araguaia;1502707
2019;0,25;Formosa da Serra Negra;2104099
2019;19,10;Nova Ubiratã;5106240
2019;10,84;Jutaí;1302306
2019;0,09;Denise;5103452
2019;0,35;Campo Verde;5102678
2019;1,36;Marianópolis do Tocantins;1712504
2019;0,94;Colméia;1716703
2019;2,21;Tapurah;5108006
2019;0,10;Marituba;1504422
2019;3,39;Sapezal;5107875
2019;1,91;Colinas;2103505
2019;1,71;Curralinho;1502806
2019;10,23;Açailândia;2100055
2019;0,49;São Bento do Tocantins;1720101
2019;6,41;Nova Ipixuna;1504976
2019;10,30;Pauini;1303502
2019;30,01;Alta Floresta D'Oeste;1100015
2019;34,09;Rondon do Pará;1506187
2019;5,35;Tucumã;1508084
2019;10,61;São João da Baliza;1400506
2019;0,18;Paulo Ramos;2108108
2019;1,13;Boa Vista do Ramos;1300680
2019;16,91;São Miguel do Guaporé;1100320
2019;11,78;Careiro da Várzea;1301159
2019;168,90;Itaituba;1503606
2019;0,04;Itaubal;1600253
2019;6,32;São Gabriel da Cachoeira;1303809
2019;85,45;Juara;5105101
2019;0,22;Bragança;1501709
2019;0,09;Rosário;2109601
2019;1,13;Porto Franco;2109007
2019;19,43;Santarém;1506807
2019;2,34;Novo Santo Antônio;5106315
2019;1,15;Salinópolis;1506203
2019;0,30;São Francisco do Brejão;2110856
2019;1,75;Castanheiras;1100908
2019;1,18;Faro;1503002
2019;0,56;Curuçá;1502905
2019;0,18;Inhangapi;1503408
2019;23,17;Santana do Araguaia;1506708
2019;3,95;Juruena;5105176
2019;0,07;Barcarena;1501303
2019;0,52;Novo Horizonte do Norte;5106273
2019;1,33;Xinguara;1508407
2019;0,19;Sítio Novo;2111805
2019;2,18;Carutapera;2102903
2019;13,52;Tomé-Açu;1508001
2019;2,20;Montes Altos;2107001
2019;89,22;Humaitá;1301704
2019;4,56;Terra Santa;1507979
2019;1,29;Aurora do Pará;1500958
2019;0,17;Recursolândia;1718501
2019;108,72;Rurópolis;1506195
2019;2,47;Atalaia do Norte;1300201
2019;3,46;Coari;1301209
2019;7,54;Tefé;1304203
2019;0,08;Santana;1600600
2019;27,91;Moju;1504703
2019;7,25;Vitória do Xingu;1508357
2019;154,05;Uruará;1508159
