year;area km²;mun;geocode_ibge
2015;0,00;Lago dos Rodrigues;2105948
2015;0,00;Carrasco Bonito;1703891
2015;0,00;Palmas;1721000
2015;0,00;Paranã;1716208
2015;0,00;Tupirama;1721257
2015;0,00;Porto Rico do Maranhão;2109056
2015;0,00;Passagem Franca;2107902
2015;0,00;Barra do Ouro;1703073
2015;0,00;Cajapió;2102408
2015;0,00;São Domingos do Azeitão;2110658
2015;0,00;Pequizeiro;1716653
2015;0,00;Bela Vista do Maranhão;2101772
2015;0,00;Maranhãozinho;2106375
2015;0,00;Tocantínia;1721109
2015;0,00;Alvorada;1700707
2015;0,00;Talismã;1720978
2015;0,00;Gurupi;1709500
2015;0,00;Raposa;2109452
2015;0,00;Sucupira;1720853
2015;0,00;São Luís Gonzaga do Maranhão;2111409
2015;0,00;Torixoréu;5108204
2015;0,00;Mirinzal;2106805
2015;0,00;Natividade;1714203
2015;0,00;Conceição do Lago-Açu;2103554
2015;0,00;Guiratinga;5104203
2015;0,00;Darcinópolis;1706506
2015;0,00;Goiatins;1709005
2015;0,00;Alto Garças;5100409
2015;0,00;Santa Rosa do Tocantins;1718907
2015;0,00;Lago da Pedra;2105708
2015;0,00;Santa Luzia do Paruá;2110039
2015;0,00;Pedra Preta;5106372
2015;0,00;Igarapé Grande;2105203
2015;0,00;Guimarães;2104909
2015;0,00;Primavera do Leste;5107040
2015;0,00;Jaú do Tocantins;1711506
2015;0,00;Ponte Alta do Bom Jesus;1717800
2015;0,00;Barra do Garças;5101803
2015;0,00;Igarapé do Meio;2105153
2015;0,00;Cachoeira Grande;2102374
2015;0,00;Santa Cruz do Arari;1506401
2015;0,00;Divinópolis do Tocantins;1707108
2015;0,00;Cuiabá;5103403
2015;0,00;Nova Rosalândia;1715002
2015;0,00;Trizidela do Vale;2112233
2015;0,00;Araguanã;1702158
2015;0,00;São Vicente Ferrer;2111706
2015;0,00;Pium;1717503
2015;0,00;Arraias;1702406
2015;0,00;Juarina;1711803
2015;0,00;Olinda Nova do Maranhão;2107456
2015;0,00;Acorizal;5100102
2015;0,00;Inhangapi;1503408
2015;0,00;Afuá;1500305
2015;0,00;Bom Lugar;2102077
2015;0,00;Barrolândia;1703107
2015;0,00;Tonantins;1304237
2015;0,00;Icatu;2105104
2015;0,00;Santa Terezinha do Tocantins;1720002
2015;0,00;Campos Lindos;1703842
2015;0,00;Chapada de Areia;1704600
2015;0,00;Araputanga;5101258
2015;0,00;Bernardo Sayão;1703206
2015;0,00;Dianópolis;1707009
2015;0,00;General Carneiro;5103908
2015;0,00;São Raimundo do Doca Bezerra;2111631
2015;0,00;Rio Sono;1718758
2015;0,00;Timbiras;2112100
2015;0,00;São Félix de Balsas;2110807
2015;0,00;Cariri do Tocantins;1703867
2015;0,00;Campinápolis;5102603
2015;0,00;Novo Acordo;1715101
2015;0,00;Tabocão;1708254
2015;0,00;Bacabal;2101202
2015;0,00;Colares;1502608
2015;0,00;Luzinópolis;1712454
2015;0,00;Arapoema;1702307
2015;0,00;Brasilândia do Tocantins;1703602
2015;0,00;Santana;1600600
2015;0,00;São Bento;2110500
2015;0,00;Paraíso do Tocantins;1716109
2015;0,00;Nazaré;1714302
2015;0,00;Santa Maria do Tocantins;1718881
2015;0,00;Lajeado;1712009
2015;0,00;Aurora do Tocantins;1702703
2015;0,00;Brejinho de Nazaré;1703701
2015;0,00;Silvanópolis;1720655
2015;0,00;Chapada da Natividade;1705102
2015;0,00;Turilândia;2112456
2015;0,00;Porto Nacional;1718204
2015;0,00;Lavandeira;1712157
2015;0,00;Rio dos Bois;1718709
2015;0,00;São João do Carú;2111029
2015;0,00;Altamira do Maranhão;2100402
2015;0,00;Poconé;5106505
2015;0,00;Limoeiro do Ajuru;1504000
2015;0,00;Santa Luzia do Pará;1506559
2015;0,00;Monte Santo do Tocantins;1713700
2015;0,00;Ipueiras;1709807
2015;0,00;Crixás do Tocantins;1706258
2015;0,00;Apicum-Açu;2100832
2015;0,00;Presidente Médici;2109239
2015;0,00;Ponte Branca;5106703
2015;0,00;Santa Tereza do Tocantins;1719004
2015;0,00;Viana;2112803
2015;0,00;São Pedro da Água Branca;2111532
2015;0,00;Paraibano;2107704
2015;0,00;Curvelândia;5103437
2015;0,00;Lago Verde;2105906
2015;0,00;Cedral;2103109
2015;0,00;Indiavaí;5104500
2015;0,00;Babaçulândia;1703008
2015;0,00;Pindorama do Tocantins;1717008
2015;0,00;Palmeirândia;2107605
2015;0,00;Alto Araguaia;5100300
2015;0,00;Pio XII;2108702
2015;0,00;Rio da Conceição;1718659
2015;0,00;Ponta de Pedras;1505700
2015;0,00;Campo Verde;5102678
2015;0,00;Pastos Bons;2108009
2015;0,00;São Pedro dos Crentes;2111573
2015;0,00;Araguanã;2100873
2015;0,00;Governador Edison Lobão;2104552
2015;0,00;Colinas do Tocantins;1705508
2015;0,00;Fortaleza dos Nogueiras;2104107
2015;0,00;Alcântara;2100204
2015;0,00;Vitória do Mearim;2112902
2015;0,00;Paulo Ramos;2108108
2015;0,00;Araguaçu;1702000
2015;0,00;Sandolândia;1718840
2015;0,00;Aparecida do Rio Negro;1701101
2015;0,00;Tupiratins;1721307
2015;0,00;Aliança do Tocantins;1700350
2015;0,00;São Félix do Tocantins;1720150
2015;0,00;Normandia;1400407
2015;0,00;Ribeirãozinho;5107198
2015;0,00;Balsas;2101400
2015;0,00;Campo Novo do Parecis;5102637
2015;0,00;Novo Jardim;1715259
2015;0,00;Colméia;1716703
2015;0,00;Novo Alegre;1715150
2015;0,00;Formosa da Serra Negra;2104099
2015;0,00;Tufilândia;2112274
2015;0,00;Terra Alta;1507961
2015;0,00;Vargem Grande;2112704
2015;0,00;Figueirópolis;1707652
2015;0,00;Mocajuba;1504604
2015;0,00;São Sebastião da Boa Vista;1507706
2015;0,00;Miracema do Tocantins;1713205
2015;0,00;Cachoeira do Arari;1502004
2015;0,00;Tasso Fragoso;2112001
2015;0,00;Várzea Grande;5108402
2015;0,00;Monte do Carmo;1713601
2015;0,00;Santa Inês;2109908
2015;0,00;Tesouro;5108105
2015;0,00;Marituba;1504422
2015;0,00;Ananindeua;1500800
2015;0,00;Conceição do Tocantins;1705607
2015;0,00;Alto Parnaíba;2100501
2015;0,00;Poção de Pedras;2108900
2015;0,00;São João Batista;2111003
2015;0,00;São José do Povo;5107297
2015;0,00;Anajatuba;2100709
2015;0,00;Nova Iorque;2107308
2015;0,00;Peixe;1716604
2015;0,00;Jangada;5104906
2015;0,00;São Raimundo das Mangabeiras;2111607
2015;0,00;Pedreiras;2108207
2015;0,00;Bandeirantes do Tocantins;1703057
2015;0,00;Mirador;2106706
2015;0,00;Mateiros;1712702
2015;0,00;Nova Olinda;1714880
2015;0,00;Nova Colinas;2107258
2015;0,00;Satubinha;2111722
2015;0,00;Oliveira de Fátima;1715507
2015;0,00;Pindaré-Mirim;2108504
2015;0,00;Cururupu;2103703
2015;0,00;Itapiratins;1710904
2015;0,00;Novo São Joaquim;5106281
2015;0,00;Nova Xavantina;5106257
2015;0,00;Itacajá;1710508
2015;0,00;Peri Mirim;2108405
2015;0,00;Almas;1700400
2015;0,00;Loreto;2106102
2015;0,00;Dom Aquino;5103601
2015;0,00;Palmeirópolis;1715754
2015;0,00;São João do Soter;2111078
2015;0,00;Bernardo do Mearim;2101939
2015;0,00;Sambaíba;2109700
2015;0,00;Lizarda;1712405
2015;0,00;Taguatinga;1720903
2015;0,00;Bacurituba;2101350
2015;0,00;Centenário;1704105
2015;0,00;Morros;2107100
2015;0,00;Bequimão;2101905
2015;0,00;Feira Nova do Maranhão;2104073
2015;0,00;Lago do Junco;2105807
2015;0,00;Combinado;1705557
2015;0,00;São Valério;1720499
2015;0,00;Japurá;1302108
2015;0,61;Alvarães;1300029
2015;4,44;Theobroma;1101609
2015;12,63;Cachoeira do Piriá;1501956
2015;1,29;Capanema;1502202
2015;0,47;Santa Izabel do Pará;1506500
2015;3,37;Buriti Bravo;2102309
2015;0,10;Boa Vista;1400100
2015;95,11;Anapu;1500859
2015;4,44;Pimenteiras do Oeste;1101468
2015;0,62;Santa Luzia D'Oeste;1100296
2015;0,29;Cametá;1502103
2015;1,11;Itapecuru Mirim;2105401
2015;0,07;Arenápolis;5101308
2015;2,07;Araguaína;1702109
2015;33,39;Comodoro;5103304
2015;0,10;Salto do Céu;5107750
2015;19,70;Caracaraí;1400209
2015;7,01;Acará;1500206
2015;1,32;Godofredo Viana;2104305
2015;0,32;Wanderlândia;1722081
2015;23,26;Rorainópolis;1400472
2015;0,40;Arari;2101004
2015;8,74;Amarante do Maranhão;2100600
2015;2,24;Terra Nova do Norte;5108055
2015;58,62;Senador José Porfírio;1507805
2015;10,50;Iracema;1400282
2015;2,20;Presidente Dutra;2109106
2015;0,72;Fonte Boa;1301605
2015;0,89;São Domingos do Araguaia;1507151
2015;7,30;Santa Terezinha;5107776
2015;13,15;Santa Maria das Barreiras;1506583
2015;0,22;Monção;2106904
2015;0,15;Eirunepé;1301407
2015;0,76;Senador Alexandre Costa;2111748
2015;5,45;Bom Jesus do Tocantins;1501576
2015;1,48;Porto Walter;1200393
2015;1,55;Barão de Melgaço;5101605
2015;0,09;Luís Domingues;2106201
2015;13,57;Bom Jesus das Selvas;2102036
2015;0,10;Ribamar Fiquene;2109551
2015;3,10;Amapá do Maranhão;2100550
2015;0,45;Nossa Senhora do Livramento;5106109
2015;0,84;Vale de São Domingos;5108352
2015;1,55;Alvorada D'Oeste;1100346
2015;0,71;Silves;1304005
2015;0,85;João Lisboa;2105500
2015;10,96;Monte Alegre;1504802
2015;0,75;Sorriso;5107925
2015;13,99;Ipixuna do Pará;1503457
2015;3,24;Corumbiara;1100072
2015;6,91;Alto Alegre;1400050
2015;0,73;Riachinho;1718550
2015;9,36;Bujari;1200138
2015;0,67;São Geraldo do Araguaia;1507458
2015;0,20;Alto Alegre do Pindaré;2100477
2015;4,27;Governador Eugênio Barros;2104602
2015;13,49;Oriximiná;1505304
2015;6,90;Arame;2100956
2015;3,88;Nova Olinda do Maranhão;2107357
2015;16,43;Apiacás;5100805
2015;8,97;Alta Floresta;5100250
2015;41,18;Nova Maringá;5108907
2015;1,52;Laranjal do Jari;1600279
2015;0,10;Estreito;2104057
2015;1,62;Peixe-Boi;1505601
2015;249,84;Colniza;5103254
2015;7,74;Santa Carmem;5107248
2015;22,62;São José do Rio Claro;5107305
2015;0,63;Dueré;1707306
2015;0,07;Serrano do Maranhão;2111789
2015;0,08;Figueirópolis D'Oeste;5103809
2015;1,45;Marapanim;1504406
2015;1,65;Guaraí;1709302
2015;0,50;Fernando Falcão;2104081
2015;72,45;Manicoré;1302702
2015;2,75;Cândido Mendes;2102606
2015;0,16;Nova Olímpia;5106232
2015;3,08;Manaquiri;1302553
2015;0,01;Tocantinópolis;1721208
2015;0,86;Pracuúba;1600550
2015;1,32;Santa Luzia;2110005
2015;4,11;Viseu;1508308
2015;31,81;Porto dos Gaúchos;5106802
2015;0,92;Benjamin Constant;1300607
2015;0,09;Santa Maria do Pará;1506609
2015;12,53;Grajaú;2104800
2015;51,81;Juína;5105150
2015;47,63;Candeias do Jamari;1100809
2015;3,60;Governador Jorge Teixeira;1101005
2015;3,29;Jacundá;1503804
2015;97,23;Machadinho D'Oeste;1100130
2015;2,24;Santa Rosa do Purus;1200435
2015;0,29;Goianorte;1708304
2015;0,10;Santa Helena;2109809
2015;0,47;Marechal Thaumaturgo;1200351
2015;0,39;Urucará;1304302
2015;0,26;Melgaço;1504505
2015;0,07;Araguaiana;5101001
2015;6,58;Pimenta Bueno;1100189
2015;4,93;São João do Araguaia;1507508
2015;2,32;Nova Guarita;5108808
2015;8,33;Juruti;1503903
2015;4,26;Ipixuna;1301803
2015;0,16;Nova União;1101435
2015;1,94;Jaru;1100114
2015;0,09;Pacaraima;1400456
2015;3,24;Floresta do Araguaia;1503044
2015;0,14;São José de Ribamar;2111201
2015;1,67;Conceição do Araguaia;1502707
2015;28,11;Nova Ubiratã;5106240
2015;1,12;Jutaí;1302306
2015;0,25;Alto Paraguai;5100508
2015;8,76;Marianópolis do Tocantins;1712504
2015;0,31;Itaporã do Tocantins;1711100
2015;18,50;Tapurah;5108006
2015;0,24;Sapezal;5107875
2015;2,88;Colinas;2103505
2015;0,09;Curralinho;1502806
2015;8,00;Açailândia;2100055
2015;0,58;Amaturá;1300060
2015;0,20;São Bento do Tocantins;1720101
2015;3,67;Nova Ipixuna;1504976
2015;6,47;Pauini;1303502
2015;5,06;Alta Floresta D'Oeste;1100015
2015;18,95;Rondon do Pará;1506187
2015;4,20;Tucumã;1508084
2015;3,50;São João da Baliza;1400506
2015;0,25;São Mateus do Maranhão;2111508
2015;0,54;Boa Vista do Ramos;1300680
2015;4,85;São Miguel do Guaporé;1100320
2015;9,51;Careiro da Várzea;1301159
2015;90,19;Itaituba;1503606
2015;0,53;São Gabriel da Cachoeira;1303809
2015;46,04;Juara;5105101
2015;0,51;Bragança;1501709
2015;0,08;São Francisco do Pará;1507409
2015;0,90;Rosário;2109601
2015;2,02;Porto Franco;2109007
2015;22,17;Santarém;1506807
2015;6,50;Novo Santo Antônio;5106315
2015;1,17;Salinópolis;1506203
2015;0,88;São Francisco do Brejão;2110856
2015;1,54;Castanheiras;1100908
2015;3,21;Faro;1503002
2015;0,24;Curuçá;1502905
2015;16,56;Santana do Araguaia;1506708
2015;7,10;Juruena;5105176
2015;0,34;Barcarena;1501303
2015;0,42;Novo Horizonte do Norte;5106273
2015;1,12;Xinguara;1508407
2015;0,21;Sítio Novo;2111805
2015;1,73;Carutapera;2102903
2015;4,93;Tomé-Açu;1508001
2015;0,31;Montes Altos;2107001
2015;9,11;Humaitá;1301704
2015;4,55;Terra Santa;1507979
2015;0,92;Aurora do Pará;1500958
2015;0,15;Recursolândia;1718501
2015;30,88;Rurópolis;1506195
2015;0,09;Atalaia do Norte;1300201
2015;0,72;Coari;1301209
2015;0,92;Água Boa;5100201
2015;2,25;Tefé;1304203
2015;25,54;Moju;1504703
2015;47,68;Vitória do Xingu;1508357
2015;52,98;Uruará;1508159
2015;4,46;Guajará;1301654
2015;1,94;Praia Norte;1718303
2015;12,14;Almeirim;1500503
2015;6,61;Itinga do Maranhão;2105427
2015;6,87;Seringueiras;1101500
2015;1,11;Bujaru;1501907
2015;0,27;Vila Nova dos Martírios;2112852
2015;7,19;Cabixi;1100031
2015;4,84;Rio Maria;1506161
2015;5,12;Careiro;1301100
2015;5,63;Colorado do Oeste;1100064
2015;4,21;São Luiz;1400605
2015;0,75;Tangará da Serra;5107958
2015;9,55;Água Azul do Norte;1500347
2015;1,73;São Sebastião do Uatumã;1303957
2015;32,89;Itanhangá;5104542
2015;3,82;Tarauacá;1200609
2015;5,94;Assis Brasil;1200054
2015;11,02;Belterra;1501451
2015;1,65;Rio Preto da Eva;1303569
2015;0,90;Novo Horizonte do Oeste;1100502
2015;37,47;Peixoto de Azevedo;5106422
2015;23,50;Alto Paraíso;1100403
2015;0,22;Bacabeira;2101251
2015;0,55;Conquista D'Oeste;5103361
2015;1,77;Capinzal do Norte;2102754
2015;3,70;Santa Cruz do Xingu;5107743
2015;0,14;Nova Brasilândia;5106208
2015;19,12;Nova Canaã do Norte;5106216
2015;12,00;São José do Xingu;5107354
2015;3,64;Governador Luiz Rocha;2104628
2015;3,66;Caapiranga;1300839
2015;2,75;Nova Marilândia;5108857
2015;0,11;Benevides;1501501
2015;1,03;Itaguatins;1710706
2015;11,50;Guarantã do Norte;5104104
2015;4,89;Senador Guiomard;1200450
2015;40,65;Cumaru do Norte;1502764
2015;3,79;Curuá;1502855
2015;0,74;Bagre;1501105
2015;5,78;Barreirinha;1300508
2015;0,63;Porto Grande;1600535
2015;15,09;Matupá;5105606
2015;0,16;Angico;1701051
2015;0,53;Alto Boa Vista;5100359
2015;1,53;São Miguel do Guamá;1507607
2015;1,63;Turiaçu;2112407
2015;2,49;Canabrava do Norte;5102694
2015;8,85;Itapuã do Oeste;1101104
2015;1,79;Parauapebas;1505536
2015;88,86;Placas;1505650
2015;0,46;Curionópolis;1502772
2015;8,89;Tuntum;2112308
2015;0,20;Brejo de Areia;2102150
2015;3,17;Parintins;1303403
2015;0,61;Pau D'Arco;1505551
2015;0,54;Anori;1300102
2015;1,13;Pedra Branca do Amapari;1600154
2015;199,40;São Félix do Xingu;1507300
2015;2,13;Santa Rita;2110203
2015;0,27;Belém;1501402
2015;10,75;Gaúcha do Norte;5103858
2015;1,94;Mazagão;1600402
2015;0,31;Presidente Médici;1100254
2015;0,31;Planalto da Serra;5106455
2015;0,54;Mirassol d'Oeste;5105622
2015;2,36;Rodrigues Alves;1200427
2015;23,20;Autazes;1300300
2015;22,56;Bannach;1501253
2015;0,58;São João da Ponta;1507466
2015;0,16;Jaciara;5104807
2015;36,44;Nova Bandeirantes;5106158
2015;1,76;Jatobá;2105450
2015;0,26;Tracuateua;1508035
2015;31,92;Mojuí dos Campos;1504752
2015;20,88;Confresa;5103353
2015;3,67;Iranduba;1301852
2015;1,33;Nova Brasilândia D'Oeste;1100148
2015;0,32;Chapada dos Guimarães;5103007
2015;1,98;Ananás;1701002
2015;0,25;Ouro Preto do Oeste;1100155
2015;0,59;Abaetetuba;1500107
2015;0,19;Redenção;1506138
2015;1,12;São Luís;2111300
2015;5,54;Diamantino;5103502
2015;0,13;Campos de Júlio;5102686
2015;1,25;Peritoró;2108454
2015;0,58;Novo Airão;1303205
2015;5,56;Nova Olinda do Norte;1303106
2015;2,82;Buritirana;2102358
2015;24,15;Cantá;1400175
2015;0,16;Presidente Kennedy;1718402
2015;0,58;Pirapemas;2108801
2015;20,66;São Félix do Araguaia;5107859
2015;0,28;Magalhães Barata;1504109
2015;0,08;Maraã;1302801
2015;0,61;Maracaçumé;2106326
2015;2,67;Canaã dos Carajás;1502152
2015;2,62;Fortuna;2104206
2015;2,93;Cerejeiras;1100056
2015;0,10;Juscimeira;5105200
2015;0,46;Luciara;5105309
2015;19,17;Manoel Urbano;1200344
2015;3,23;São João de Pirabas;1507474
2015;0,11;Glória D'Oeste;5103957
2015;5,49;Parecis;1101450
2015;2,89;Tartarugalzinho;1600709
2015;20,62;Campo Novo de Rondônia;1100700
2015;21,13;Guajará-Mirim;1100106
2015;13,87;Monte Negro;1101401
2015;0,73;Coroatá;2103604
2015;11,28;Amajari;1400027
2015;0,38;Lagoa Grande do Maranhão;2105963
2015;5,15;Plácido de Castro;1200385
2015;8,39;São Domingos do Maranhão;2110708
2015;0,31;Augustinópolis;1702554
2015;4,50;Araguacema;1701903
2015;51,66;Aripuanã;5101407
2015;0,16;Abel Figueiredo;1500131
2015;10,46;São Francisco do Guaporé;1101492
2015;0,70;Nortelândia;5106000
2015;0,19;São Felipe D'Oeste;1101484
2015;15,13;Alenquer;1500404
2015;42,24;Sena Madureira;1200500
2015;27,79;Itupiranga;1503705
2015;84,07;Feliz Natal;5103700
2015;0,40;Formoso do Araguaia;1708205
2015;55,13;Prainha;1506005
2015;0,11;Anajás;1500701
2015;1,21;Capitão Poço;1502301
2015;2,72;Mirante da Serra;1101302
2015;1,03;Itamarati;1301951
2015;14,76;Acrelândia;1200013
2015;58,20;Cotriguaçu;5103379
2015;3,09;Piçarra;1505635
2015;0,71;Dom Pedro;2103802
2015;4,06;Borba;1300805
2015;1,09;Poxoréu;5107008
2015;13,66;Nova Mutum;5106224
2015;0,31;Soure;1507904
2015;0,37;São Paulo de Olivença;1303908
2015;10,62;Feijó;1200302
2015;46,18;Boca do Acre;1300706
2015;0,07;Sítio Novo do Tocantins;1720804
2015;6,26;Nova Monte Verde;5108956
2015;2,40;Santa Rita do Tocantins;1718899
2015;3,53;Centro Novo do Maranhão;2103174
2015;0,75;Chaves;1502509
2015;0,64;Maracanã;1504307
2015;8,59;Rio Crespo;1100262
2015;0,27;Presidente Vargas;2109304
2015;0,12;Rio Branco;5107206
2015;0,11;Santa Bárbara do Pará;1506351
2015;7,07;Cocalinho;5103106
2015;5,09;Envira;1301506
2015;1,29;Graça Aranha;2104701
2015;21,69;Porto de Moz;1505908
2015;3,58;Ferreira Gomes;1600238
2015;2,80;Santo Antônio do Leverger;5107800
2015;0,26;Miranda do Norte;2106755
2015;1,22;Palestina do Pará;1505494
2015;1,48;Espigão D'Oeste;1100098
2015;17,95;Medicilândia;1504455
2015;0,71;Santo Antônio dos Lopes;2110302
2015;4,20;Santo Afonso;5107263
2015;0,07;Santo Antônio do Içá;1303700
2015;1,57;Cidelândia;2103257
2015;1,21;Brejo Grande do Araguaia;1501758
2015;109,67;Portel;1505809
2015;0,07;Salvaterra;1506302
2015;0,49;Primavera;1506104
2015;30,27;Rio Branco;1200401
2015;6,09;Capixaba;1200179
2015;0,24;Tabatinga;1304062
2015;13,21;Óbidos;1505106
2015;0,09;Junco do Maranhão;2105658
2015;1,51;Boa Vista do Gurupi;2101970
2015;0,35;Carauari;1301001
2015;0,82;Itapiranga;1302009
2015;4,19;Reserva do Cabaçal;5107156
2015;1,26;Garrafão do Norte;1503077
2015;0,59;Davinópolis;2103752
2015;7,65;Vila Bela da Santíssima Trindade;5105507
2015;23,44;Paranaíta;5106299
2015;0,75;São Miguel do Tocantins;1720200
2015;10,93;Tabaporã;5107941
2015;0,29;Rolim de Moura;1100288
2015;0,31;Amapá;1600105
2015;0,26;São João do Paraíso;2111052
2015;4,33;Cacaulândia;1100601
2015;0,57;São José dos Quatro Marcos;5107107
2015;0,23;São Caetano de Odivelas;1507102
2015;2,43;Carlinda;5102793
2015;0,52;Pau D'Arco;1716307
2015;2,23;Pontes e Lacerda;5106752
2015;18,56;Querência;5107065
2015;0,99;Paço do Lumiar;2107506
2015;0,11;Santa Fé do Araguaia;1718865
2015;15,87;Vilhena;1100304
2015;0,10;Palmeiras do Tocantins;1713809
2015;107,01;Apuí;1300144
2015;5,95;Itacoatiara;1301902
2015;14,17;Vale do Anari;1101757
2015;12,86;Ribeirão Cascalheira;5107180
2015;0,87;Santa Filomena do Maranhão;2109759
2015;7,65;Presidente Figueiredo;1303536
2015;0,49;Cachoeirinha;1703826
2015;21,87;Mucajaí;1400308
2015;73,56;Novo Repartimento;1505064
2015;1,29;Senador La Rocque;2111763
2015;0,09;Uiramutã;1400704
2015;1,02;Governador Archer;2104503
2015;0,35;Cantanhede;2102705
2015;0,93;Calçoene;1600204
2015;236,80;Lábrea;1302405
2015;0,25;Barcelos;1300409
2015;0,07;Maurilândia do Tocantins;1712801
2015;1,80;Matões do Norte;2106631
2015;0,82;Bonito;1501600
2015;3,88;Porto Esperidião;5106828
2015;2,12;Lambari D'Oeste;5105234
2015;165,64;Pacajá;1505486
2015;31,41;Jacareacanga;1503754
2015;0,96;Codajás;1301308
2015;30,87;Bom Jardim;2102002
2015;64,98;Cujubim;1100940
2015;0,42;Marajá do Sena;2106359
2015;4,45;Baião;1501204
2015;17,60;Xapuri;1200708
2015;44,78;Marcelândia;5105580
2015;0,14;Nova Nazaré;5106174
2015;2,42;Beruri;1300631
2015;0,15;Urucurituba;1304401
2015;169,63;Novo Progresso;1505031
2015;1,27;Vigia;1508209
2015;16,03;Breu Branco;1501782
2015;19,63;Paranatinga;5106307
2015;24,02;Paragominas;1505502
2015;0,86;Sapucaia;1507755
2015;146,93;Nova Mamoré;1100338
2015;0,69;Pedro do Rosário;2108256
2015;24,87;Trairão;1508050
2015;0,25;Penalva;2108306
2015;0,24;Gurupá;1503101
2015;18,81;Bom Jesus do Araguaia;5101852
2015;0,48;Governador Nunes Freire;2104677
2015;1,85;Nova Santa Helena;5106190
2015;0,49;Concórdia do Pará;1502756
2015;0,95;Rondonópolis;5107602
2015;2,39;Jenipapo dos Vieiras;2105476
2015;0,16;Axixá;2101103
2015;0,77;Lajeado Novo;2105989
2015;0,58;Igarapé-Miri;1503309
2015;1,54;Xambioá;1722107
2015;1,00;Campestre do Maranhão;2102556
2015;6,34;Vila Rica;5108600
2015;4,53;Eldorado do Carajás;1502954
2015;0,11;Sampaio;1718808
2015;2,73;Nova Esperança do Piriá;1504950
2015;1,80;Manaus;1302603
2015;0,16;Mãe do Rio;1504059
2015;1,53;Canarana;5102702
2015;285,30;Porto Velho;1100205
2015;1,02;Urupá;1101708
2015;0,07;Axixá do Tocantins;1702901
2015;3,88;Porto Alegre do Norte;5106778
2015;0,10;Nobres;5105903
2015;24,64;Goianésia do Pará;1503093
2015;308,20;Altamira;1500602
2015;0,19;Cajari;2102507
2015;0,32;Ministro Andreazza;1101203
2015;8,35;Gonçalves Dias;2104404
2015;45,64;Marabá;1504208
2015;0,52;Centro do Guilherme;2103158
2015;0,13;Porto Estrela;5106851
2015;31,24;Brasnorte;5101902
2015;2,29;Mâncio Lima;1200336
2015;0,91;Breves;1501808
2015;4,52;Barra do Bugres;5101704
2015;5,20;Ipiranga do Norte;5104526
2015;4,80;Chupinguaia;1100924
2015;0,50;Santa Isabel do Rio Negro;1303601
2015;22,41;Novo Mundo;5106265
2015;38,57;União do Sul;5108303
2015;0,39;Itaipava do Grajaú;2105351
2015;0,22;Santo Antônio do Tauá;1507003
2015;0,41;Presidente Juscelino;2109205
2015;7,29;Lagoa da Confusão;1711902
2015;2,35;Rondolândia;5107578
2015;2,32;Cacoal;1100049
2015;0,08;Serra do Navio;1600055
2015;10,00;Maués;1302900
2015;0,67;Castanhal;1502400
2015;3,93;Serra Nova Dourada;5107883
2015;1,29;Ji-Paraná;1100122
2015;6,53;Buriticupu;2102325
2015;0,48;Aguiarnópolis;1700301
2015;7,97;Manacapuru;1302504
2015;10,76;Brasil Novo;1501725
2015;1,27;Oiapoque;1600501
2015;0,49;Tapauá;1304104
2015;7,03;Lucas do Rio Verde;5105259
2015;1,75;Aragominas;1701309
2015;0,07;Abreulândia;1700251
2015;1,83;Joselândia;2105609
2015;0,34;Pinheiro;2108603
2015;0,38;Teixeirópolis;1101559
2015;1,36;Codó;2103307
2015;12,62;Nova Lacerda;5106182
2015;7,95;Porto Acre;1200807
2015;65,14;Itaúba;5104559
2015;54,36;Buritis;1100452
2015;0,49;Cutias;1600212
2015;24,02;Costa Marques;1100080
2015;8,13;Cáceres;5102504
2015;23,22;Tucuruí;1508100
